Standard Number,Standard Name,YEAR,PUBLISHER,Price,Description,Currency,Image_URL,Updated_At,Discount,Visible
DIN EN ISO 14119:2025-09,Safety of machinery - Interlocking devices associated with guards - Principles for design and selection (ISO 14119:2024),2025-09,DIN,397.29,Locking devices*Machines*Protection devices*Safety,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14126:2024-03,Fibre-reinforced plastic composites - Determination of compressive properties in the in-plane direction (ISO 14126:2023),2024-03,DIN,195.89,Fibre reinforced*Plastics*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14246:2026-03,Gas cylinders - Cylinder valves - Manufacturing tests and examinations (ISO 14246:2022 + Amd 1:2025) (includes Amendment :2025),2026-03,DIN,123.74,Gas cylinders*Specification*Testing*Valves,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN CEN ISO/TS 14265:2024-04,Health informatics - Classification of purposes for processing personal health information (ISO/TS 14265:2024); English version CEN ISO/TS 14265:2024,2024-04,DIN,116.82,Classification*Classification systems*Codification*Definitions*Health data file*Health register*Information*Information technology*Medical informatics*Personal data*Personal health*Public health*Purpose,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14343:2025-05,"Welding consumables - Wire electrodes, strip electrodes, wires and rods for arc welding of stainless and heat resisting steels - Classification (ISO 14343:2025)",2025-05,DIN,169.07,Arc welding*Electrodes*Welding,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14344:2024-12,Welding consumables - Procurement of filler materials and fluxes (ISO 14344:2024),2024-12,DIN,135.23,Arc welding*Electrodes*Procurements*Welding*Welding filler metals,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14356:2025-02,Dentistry - Duplicating material (ISO 14356:2024),2025-02,DIN,187.01,Dentistry*Impression material*Investments,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14373:2024-04,Resistance welding - Procedure for spot welding of uncoated and coated low-carbon steels (ISO 14373:2024),2024-04,DIN,145.79,Resistance welding*Spot welding*Steels*Welding,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14405-1:2026-05,Geometrical product specifications (GPS) - Dimensional tolerancing - Part 1: Linear sizes (ISO 14405-1:2025),2026-05,DIN,259.16,Geometrical product specification*Linear dimensions*Tolerances (measurement),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14419:2026-02,Textiles - Oil repellency - Hydrocarbon resistance test (ISO 14419:2025),2026-02,DIN,111.96,Preparation*Testing*Textiles,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14456:2024-09,Gas cylinders - Gas properties and associated classification (FTSC) codes (ISO 14456:2024),2024-09,DIN,224.11,Classification*Gas cylinders*Properties,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14544:2025-04,"Fine ceramics (advanced ceramics, advanced technical ceramics) - Mechanical properties of ceramic composites at high temperature - Determination of compressive properties (ISO 14544:2025)",2025-04,DIN,178.32,Advanced technical ceramics*Compression stresses,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14555:2026-01,Welding - Arc stud welding of metallic materials (ISO 14555:2025),2026-01,DIN,204.86,Arc welding*Metallic materials*Stud welding,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14574:2025-05,"Fine ceramics (advanced ceramics, advanced technical ceramics) - Mechanical properties of ceramic composites at high temperature - Determination of tensile properties (ISO 14574:2025)",2025-05,DIN,169.07,Advanced technical ceramics*Mechanical properties*Tensile strain*Tensile testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14607:2026-02,Non-active surgical implants - Mammary implants - Specific requirements (ISO 14607:2024),2026-02,DIN,268.22,Medical sciences*Specification (approval)*Surgical implants,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14630:2025-03,Non-active surgical implants - General requirements (ISO 14630:2024),2025-03,DIN,187.01,Implants (surgical)*Inactive*Specification (approval)*Surgery*Surgical implants,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14644-5:2025-09,Cleanrooms and associated controlled environments - Part 5: Operations (ISO 14644-5:2025),2025-09,DIN,178.32,Clean rooms*Operation,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14720-1:2026-06,Testing of ceramic materials - Determination of sulfur in non-oxidic ceramic raw materials and ceramic materials - Part 1: Infrared measurement methods (ISO 14720-1:2026),2026-06,DIN,111.96,Ceramics*Determination of content*Raw materials*Sulphur*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14720-2:2026-06,Testing of ceramic materials - Determination of sulfur in non-oxidic ceramic raw materials and ceramic materials - Part 2: Inductively coupled plasma optical emission spectrometry (ICP-OES) or ion chromatography (IC) after burning in the oxygen flow (ISO 14720-2:2026),2026-06,DIN,135.23,Ceramics*Materials*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14723:2025-09,Oil and gas industries including lower carbon energy - Pipeline transportation systems - Subsea pipeline valves (ISO 14723:2025); English version EN ISO 14723:2025,2025-09,DIN,71.68,Ball valves*Check valves*Coating*Design*Gas circuits*Gate valves*Industrial fittings*Marking*Materials*Natural gas*Natural gas industries*Natural gas plants*Offshore*Offshore construction works*Oil industries*Oil pipes*Petroleum*Petroleum gas*Petroleum pipeline system*Pipeline transportation*Pipelines*Pressure pipes*Products documentation*Quality control*Shipment*Specification*Specification (approval)*Subaqueous parts*Testing*Transport*Transportation systems*Underwater*Valves*Weldings,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14732:2025-12,Welding personnel - Qualification testing of welding operators and weld setters for mechanized and automatic welding of metallic materials (ISO 14732:2025),2025-12,DIN,169.07,Personnel*Testing*Welders,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14823-1:2024-07,Intelligent transport systems - Graphic data dictionary - Part 1: Specification (ISO 14823-1:2024); English version EN ISO 14823-1:2024,2024-07,DIN,229.81,Additional information*Codes*Data exchange*Data processing*Definitions*Directories*E-business*Electronic*Electronic Data Interchange*Electronic systems*Encoding*Fees*Graphic symbols*Information interchange*Information services*Information systems*Information transfer*Instruments*Intelligent transport systems*Interfaces*Message accounting*Messages*Motor vehicles*Payment*Pictographs*Printed-circuit cards*Road transport*Road vehicles*Symbols*Tariffs*Telematics*Tourism*Traffic*Traffic messages*Usage fees*Vehicles,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14880-2:2025-04,Optics and photonics - Microlens arrays - Part 2: Test methods for wavefront aberrations (ISO 14880-2:2024),2025-04,DIN,187.01,Lenses*Optics*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14880-3:2025-04,Optics and photonics - Microlens arrays - Part 3: Test methods for optical properties other than wavefront aberrations (ISO 14880-3:2024),2025-04,DIN,145.79,Lenses*Optics*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14880-4:2025-04,Optics and photonics - Microlens arrays - Part 4: Test methods for geometrical properties (ISO 14880-4:2024),2025-04,DIN,169.07,Lenses*Optics*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14889:2025-09,Ophthalmic optics - Spectacle lenses - Fundamental requirements for uncut finished lenses (ISO 14889:2025),2025-09,DIN,135.23,Ophthalmic optics*Specification (approval)*Spectacle lenses,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14903:2025-05,Refrigerating systems and heat pumps - Qualification of tightness of components and joints (ISO 14903:2025),2025-05,DIN,187.01,Heat pumps*Refrigerating plants*Tightness,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14912:2025-09,Gas analysis - Conversion of gas mixture composition data (ISO 14912:2025),2025-09,DIN,251.21,Analysis*Gas analysis,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 14919:2024-02,"Thermal spraying - Wires, rods and cords for flame and arc spraying - Classification and technical supply conditions (ISO 14919:2023)",2024-02,DIN,145.79,Coatings*Specification (approval)*Thermal spraying,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15002:2024-07,Flow control devices for connection to a medical gas supply system (ISO 15002:2023),2024-07,DIN,169.07,Flowmeters*Medical gases*Piping system,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15004-2:2025-06,Ophthalmic instruments - Fundamental requirements and test methods - Part 2: Light hazard protection (ISO 15004-2:2024),2025-06,DIN,268.22,Hazards*Ophthalmic optics*Optical radiation*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15015:2026-05,"Plastics - Extruded sheets of impact-modified acrylonitrile-styrene copolymers (ABS, AEPDS and ASA) - Requirements and test methods (ISO 15015:2025)",2026-05,DIN,123.74,Acrylonitrile*Plastics*Specification (approval)*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15085:2024-12,Small craft - Protection from falling overboard and means of reboarding (ISO 15085:2024),2024-12,DIN,195.89,Accident prevention*Safety requirements*Vessels,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15087:2026-03,Dentistry - Dental elevators (ISO 15087:2025),2026-03,DIN,135.23,Dental equipment*Dentistry*Root elevators*Specification (approval),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15098:2024-09,Dentistry - Dental tweezers (ISO 15098:2024),2024-09,DIN,135.23,Dental equipment*Dentistry*Forceps*Specification (approval),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15118-2:2025-10,"Road vehicles - Vehicle-to-Grid Communication Interface - Part 2: Network and application protocol requirements (ISO/DIS 15118-2:2025); English version prEN ISO 15118-2:2025, only on CD-ROM",2025-10,DIN,625.79,Application layer*Application protocol*Automotive engineering*Batteries*Charging process*Circuit networks*Communication*Communication interface*Communication software*Communication technology*Control electronics*Control equipment*Data interface*Data models*Definitions*Electric mobility*Electric road vehicles*Electrical equipment*Electromobiles*Electronic*Electronic equipment*Extensible Markup Language*Hybrid vehicles*Inductive*Information interchange*Information technology*Information transfer*Interfaces*Interfaces (data processing)*Internet Protocol*IP*Mains supply*Motor vehicles*Open systems interconnection*OSI*Protocols*Recharging*Road vehicles*Software*Specification (approval)*Vehicles*Wireless*XML,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15118-4:2024-12,Road vehicles - Vehicle to grid communication interface - Part 4: Network and application protocol conformance test (ISO/DIS 15118-4:2024); English version prEN ISO 15118-4:2024,2024-12,DIN,625.79,Application protocol*Batteries*Chargers*Charging equipment*Circuit networks*Communication*Conformity testing*Data exchange*Definitions*Electric cells*Electric power systems*Electric road vehicles*Electrical engineering*Electrical equipment*Electrically-operated devices*Electromobiles*Energy storage devices*Hybrid vehicles*Information interchange*Mains supply*Maintenance*Motor vehicles*Network*Protocols*Road vehicles*Software*Supply voltages*Test suites*Vehicles,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15118-9:2024-01,Road vehicles - Vehicle to grid communication interface - Part 9: Physical and data link layer conformance test for wireless communication (ISO 15118-9:2022); English version EN ISO 15118-9:2023,2024-01,DIN,229.81,Charging*Charging station*Communication*Communication technology*Conductivity*Conformity*Conformity testing*Data circuit*Data exchange*Data interface*Data link layers*Data transfer*Definitions*Electric cells*Electric energy*Electric mobility*Electric power transmission*Electric road vehicles*Electrical*Electrical equipment*Electromobiles*Hybrid vehicles*Information exchange*Information interchange*Information transfer*Interfaces*Interfaces (data processing)*Loading*Loading capacity*Motor vehicles*Road vehicles*Vehicles*Wireless,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15118-10:2025-05,Road vehicles - Vehicle to grid communication interface - Part 10: Physical layer and data link layer requirements for single-pair Ethernet (ISO 15118-10:2025); English version EN ISO 15118-10:2025,2025-05,DIN,116.82,Batteries*Chargers*Charging equipment*Charging process*Charging station*Communication interface*Communication technology*Computer software*Data exchange*Definitions*Electric cells*Electric mobility*Electric power systems*Electric road vehicles*Electrical engineering*Electrical equipment*Electrically-operated devices*Electromobiles*Energy storage devices*Ethernet*Example for application*Information transfer*Interfaces of electrical connections*Link layers*Network*Physical layers*Recharging*Road vehicles*Safety requirements*Software*Specification (approval)*Vehicles,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15118-21:2025-12,Road vehicles - Vehicle to grid communication interface - Part 21: Common 2nd generation network layer and application layer requirements conformance test plan (ISO 15118-21:2025); English version EN ISO 15118-21:2025,2025-12,DIN,542.62,Application layer*Application protocol*Automotive engineering*Batteries*Charging process*Charging station*Circuit networks*Communication*Communication interface*Communication software*Communication technology*Conformity*Conformity testing*Control electronics*Control equipment*Data interface*Data models*Definitions*Electric mobility*Electric road vehicles*Electrical equipment*Electromobiles*Electronic*Electronic equipment*Extensible Markup Language*Hybrid vehicles*Inductive*Information interchange*Information technology*Information transfer*Interfaces*Interfaces (data processing)*Internet Protocol*IP*Mains supply*Motor vehicles*Open systems interconnection*OSI*Protocols*Recharging*Road vehicles*Software*Specification (approval)*Vehicles*Wireless*XML,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15156-1:2025-02,Petroleum and natural gas industries - Materials for use in H&lt;(Index)2&gt;S-containing environments in oil and gas production - Part 1: General principles for selection of cracking-resistant materials (ISO 15156-1:2020),2025-02,DIN,135.23,Cracking*Materials*Natural gas industries*Oil industries,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15156-2:2025-02,"Petroleum and natural gas industries - Materials for use in H&lt;(Index)2&gt;S-containing environments in oil and gas production - Part 2: Cracking-resistant carbon and low-alloy steels, and the use of cast irons (ISO 15156-2:2020)",2025-02,DIN,232.34,Materials*Natural gas industries*Oil industries,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15156-3:2025-02,Petroleum and natural gas industries - Materials for use in H&lt;(Index)2&gt;S-containing environments in oil and gas production - Part 3: Cracking-resistant CRAs (corrosion-resistant alloys) and other alloys (ISO 15156-3:2020),2025-02,DIN,278.13,Materials*Natural gas industries*Oil industries,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15189:2024-08,Medical laboratories - Requirements for quality and competence (ISO 15189:2022),2024-08,DIN,278.13,Competence*Laboratories*Medical personnel*Medical sciences*Quality requirements,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15192:2026-07,Soil and waste - Determination of chromium(VI) in solid material by alkaline digestion and ion chromatography with spectrophotometric detection (ISO 15192:2025),2026-07,DIN,169.07,Chromium*Composition of the ground*Determination of content*Solids*Wastes,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15213-2:2024-05,Microbiology of the food chain - Horizontal method for the detection and enumeration of Clostridium spp. - Part 2: Enumeration of Clostridium perfringens by colony-count technique (ISO 15213-2:2023),2024-05,DIN,232.34,Animal feed*Food products*Microbiological analysis*Microbiology,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15363:2026-01,Metallic materials - Tube ring hydraulic pressure test (ISO 15363:2017),2026-01,DIN,111.96,Elongation*Metals*Pipes,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO/IEC 15421:2024-06,Information technology - Automatic identification and data capture techniques - Bar code master test specifications (ISO/IEC 15421:2010),2024-06,DIN,123.74,Bar code*Data exchange*Identification*Information exchange*Information technology,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15493:2025-10,"Plastics piping systems for industrial applications - Acrylonitrile-butadiene-styrene (ABS), unplasticized poly(vinyl chloride) (PVC-U) and chlorinated poly(vinyl chloride) (PVC-C) - Specifications for components and the system - Metric series (ISO 15493:2003 + Cor 1:2004 + Amd 1:2016) (includes Amendment :2017)",2025-10,DIN,278.13,Metric*Pipe fittings*Piping system*Plastic pipes*Water pipes,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15494:2026-05,"Plastics piping systems for industrial applications - Polybutene (PB), polyethylene (PE), polyethylene of raised temperature resistance (PE-RT), crosslinked polyethylene (PE-X), polypropylene (PP) - Metric series for specifications for components and the system (ISO/DIS 15494:2026); German and English version prEN ISO 15494:2026",2026-05,DIN,318.04,Agriculture*Applications*Chemical properties*Classification*Cross-linked*Definitions*Diameter*Dimensions*Electrical properties*Electrical properties and phenomena*Energy technology*Firefighting*Fittings*Galvanization*Industrial facilities*Industrial pipework systems*Industrial sewage*Industries*Marking*Materials*Mechanical properties*Metric*Mining*PB*PE*Physical properties*Pickles*Pipe couplings*Pipe fittings*Pipelines*Pipes*Piping system*Plastic pipes*Plastic tubes*Plastics*Plastics piping*Polybutylene*Polyethylene*Polypropylene*PP*Properties*Sealants*Semiconductors*Sewage treatment works*Specification (approval)*Temperature of the earth*Temperature stability*Testing*Use*Valves,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15544:2024-10,Oil and gas industries - Offshore production installations - Requirements and guidelines for emergency response (ISO 15544:2024),2024-10,DIN,224.11,Emergency equipment*Oil industries*Safety requirements,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15589-2:2024-10,Oil and gas industries including lower carbon energy - Cathodic protection of pipeline transportation systems - Part 2: Offshore pipelines (ISO 15589-2:2024),2024-10,DIN,278.13,Cathodic protection*Natural gas*Petroleum*Pipelines,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15608:2026-02,Welding - Grouping system for metallic materials (ISO 15608:2025),2026-02,DIN,111.96,Classification*Metallic materials*Welding,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15610:2024-06,Specification and qualification of welding procedures for metallic materials - Qualification based on tested welding consumables (ISO 15610:2024),2024-06,DIN,111.96,Approval*Metallic materials*Training*Welding filler metals*Welding processes,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15611:2024-04,Specification and qualification of welding procedures for metallic materials - Qualification based on previous welding experience (ISO 15611:2024),2024-04,DIN,90,Arc welding*Metallic materials*Specification (approval)*Training*Welding processes,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15613:2026-02,Specification and qualification of welding procedures for metallic materials - Qualification based on a pre-production welding test (ISO 15613:2025),2026-02,DIN,111.96,Approval*Qualifications*Specification (approval)*Welding processes,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15614-2:2025-12,Specification and qualification of welding procedures for metallic materials - Welding procedure test - Part 2: Arc welding of aluminium and its alloys (ISO 15614-2:2025),2025-12,DIN,187.01,Aluminium*Aluminium alloys*Metallic materials*Specification (approval)*Welding processes,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15614-5:2024-11,"Specification and qualification of welding procedures for metallic materials - Welding procedure test - Part 5: Arc welding of titanium, zirconium and their alloys (ISO 15614-5:2024)",2024-11,DIN,169.07,Specification (approval)*Titanium*Welding processes*Zirconium,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15614-13:2024-03,Specification and qualification of welding procedures for metallic materials - Welding procedure test - Part 13: Upset (resistance butt) and flash welding (ISO 15614-13:2023),2024-03,DIN,145.79,Metallic materials*Specification (approval)*Welding processes,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15630-3:2025-11,Steel for the reinforcement and prestressing of concrete - Test methods - Part 3: Prestressing steel (ISO 15630-3:2025),2025-11,DIN,214.49,Reinforcement*Reinforcing steels*Steels*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15708-1:2025-01,Non-destructive testing - Radiation methods for computed tomography - Part 1: Vocabulary (ISO 15708-1:2024),2025-01,DIN,78.41,Computed tomography*Definitions*Irradiation*Non-destructive testing*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15708-2:2025-05,"Non-destructive testing - Radiation methods for computed tomography - Part 2: Principles, equipment and samples (ISO 15708-2:2025)",2025-05,DIN,157.29,Computed tomography*Industries*Non-destructive testing*Radiation protection,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15708-3:2025-09,Non-destructive testing - Radiation methods for computed tomography - Part 3: Operation and interpretation (ISO 15708-3:2025),2025-09,DIN,157.29,Computed tomography*Irradiation*Non-destructive testing*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15708-4:2025-09,Non-destructive testing - Radiation methods for computed tomography - Part 4: Qualification (ISO 15708-4:2025),2025-09,DIN,123.74,Computed tomography*Irradiation*Non-destructive testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15715:2025-09,Binders for paints and varnishes - Determination of turbidity (ISO 15715:2025),2025-09,DIN,111.96,Binding agents*Coating materials*Turbidity,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15854:2024-02,Dentistry - Casting and baseplate waxes (ISO 15854:2023),2024-02,DIN,157.29,Dental materials*Dentistry*Waxes,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15858:2025-07,UV-C Devices - Safety information - Permissible human exposure (ISO/DIS 15858:2025); German and English version prEN ISO 15858:2025,2025-07,DIN,116.82,Damage*Definitions*Disinfectors*Exposure*Fixtures*Hazards*Health protection*Information*Lamps*Mechanical engineering*Optical radiation*People*Permissibility*Personnel*Risk*Safety*Training*Ultraviolet radiation*UV-C radiation,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15883-1:2025-07,"Washer-disinfectors - Part 1: General requirements, terms and definitions and tests (ISO 15883-1:2024)",2025-07,DIN,313.27,Cleaning equipment*Disinfectors,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15883-2:2025-07,Washer-disinfectors - Part 2: Requirements and tests for washer-disinfectors employing thermal disinfection for critical and semi-critical medical devices (ISO 15883-2:2024),2025-07,DIN,157.29,Cleaning equipment*Disinfectors*Medical equipment,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15883-3:2025-07,Washer-disinfectors - Part 3: Requirements and tests for washer-disinfectors employing thermal disinfection for human waste containers (ISO 15883-3:2024),2025-07,DIN,145.79,Cleaning equipment*Disinfectors*Specification (approval),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15883-6:2026-06,Washer-disinfectors - Part 6: Requirements and tests for washer-disinfectors employing thermal disinfection for non-critical medical devices and health care equipment (ISO 15883-6:2026),2026-06,DIN,123.74,Cleaning equipment*Disinfectors*Medical equipment,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15883-7:2025-08,Washer-disinfectors - Part 7: Requirements and tests for washer-disinfectors employing chemical disinfection for non-critical thermolabile medical devices and health care equipment (ISO 15883-7:2025),2025-08,DIN,204.86,Cleaning equipment*Disinfectors*Medical equipment,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15923-1:2024-12,"Water quality - Determination of selected parameters by discrete analysis systems - Part 1: Ammonium, nitrate, nitrite, chloride, orthophosphate, sulfate and silicate with photometric detection (ISO 15923-1:2013)",2024-12,DIN,178.32,Determination of content*Spectrophotometry*Testing*Water quality,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 15995:2024-12,Gas cylinders - Specifications and testing of LPG cylinder valves - Manually operated (ISO 15995:2021 + Amd.1:2024) (includes Amendment :2024),2024-12,DIN,187.01,Gas cylinders*Testing*Valves,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16000-9:2024-08,Indoor air - Part 9: Determination of the emission of volatile organic compounds from samples of building products and furnishing - Emission test chamber method (ISO 16000-9:2024),2024-08,DIN,145.79,Air quality*Determination of content*Indoors,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16000-11:2024-09,"Indoor air - Part 11: Determination of the emission of volatile organic compounds from samples of building products and furnishing - Sampling, storage of samples and preparation of test specimens (ISO 16000-11:2024)",2024-09,DIN,145.79,Air quality*Determination of content*Indoors,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16021:2024-08,Absorbent incontinence products for urine and/or faeces - Basic principles for evaluation of single-use adult products from the perspective of users and caregivers (ISO 16021:2024),2024-08,DIN,135.23,Disposables*Evaluations*Handicapped persons*Incontinence,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16032:2024-07,Acoustics - Measurement of sound pressure level from service equipment or activities in buildings - Engineering method (ISO 16032:2024),2024-07,DIN,169.07,Acoustics*Building services*Noise emissions*Sound pressure,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16047:2025-08,Fasteners - Torque/clamp force testing (ISO 16047:2005 + Amd 1:2012) (includes Amendment :2012),2025-08,DIN,145.79,Fasteners*Mechanical testing*Testing*Torque,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16089:2025-10,Machine tools - Safety - Stationary grinding machines (ISO 16089:2025),2025-10,DIN,418.69,Grinding machines*Machine tools*Safety*Stationary,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16090-1:2024-08,"Machine tools safety - Machining centres, milling machines, transfer machines - Part 1: Safety requirements (ISO 16090-1:2022, Corrected version 2023-10)",2024-08,DIN,547.66,Machine tools*Milling machines*Safety,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16122-1:2026-05,"Agricultural and forestry machinery - Inspection of sprayers in use - Part 1: General (ISO 16122-1:2024, including corrected version 2025-05)",2026-05,DIN,123.74,Fertilizers*Plant protectives*Sprayers*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16122-2:2026-05,Agricultural and forestry machinery - Inspection of sprayers in use - Part 2: Horizontal boom sprayers (ISO 16122-2:2024),2026-05,DIN,157.29,Fertilizers*Plant protectives*Sprayers*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16122-3:2026-05,Agricultural and forestry machinery - Inspection of sprayers in use - Part 3: Sprayers for bush and tree crops (ISO 16122-3:2024),2026-05,DIN,157.29,Fertilizers*Plant protectives*Sprayers*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
